CHURN,Gender,Status,Children,EstIncome,CarOwner,Age,AvgMonthlySpend,CustomerSupportCalls,Paymethod,MembershipPlan
"F","M","S",0,80221.200000,"N",29,49.560000,0,"Auto",2
"F","M","S",0,84479.200000,"N",32,43.010000,0,"CC",2
"F","F","M",2,64977.400000,"N",38,17.660000,0,"CC",2
"T","F","M",0,77994.000000,"N",50,89.620000,0,"CH",1
"F","M","M",2,90103.700000,"N",34,45.340000,0,"CC",2
"T","F","M",0,59008.400000,"Y",30,18.730000,0,"CC",1
"F","M","M",2,5265.350000,"N",52,23.460000,0,"Auto",4
"F","M","S",1,84978.100000,"N",21,76.070000,0,"CH",2
"T","F","M",2,36647.900000,"N",49,85.960000,0,"CC",1
"T","F","S",0,64319.200000,"N",41,37.150000,0,"CH",1
"F","F","S",1,73338.000000,"N",48,9.010000,0,"Auto",2
"T","F","S",0,433.740000,"N",60,40.910000,0,"CC",1
"F","F","M",2,16962.200000,"N",45,8.960000,0,"CC",2
"F","M","M",2,10708.300000,"N",26,117.260000,0,"CH",4
"T","F","M",0,2031.610000,"N",20,87.400000,0,"CC",3
"F","F","S",2,16938.500000,"N",43,8.760000,0,"CH",4
"F","F","M",0,55221.000000,"N",47,15.200000,0,"CC",3
"F","F","M",1,8073.110000,"N",48,60.350000,0,"Auto",3
"F","M","M",0,95448.600000,"Y",53,5.210000,0,"CH",4
"T","M","S",1,24141.500000,"Y",17,97.050000,0,"CC",1
"F","M","S",2,63152.600000,"Y",63,40.070000,0,"CC",2
"F","M","S",2,72084.700000,"N",55,9.020000,0,"CC",2
"F","F","S",0,42760.500000,"N",52,40.230000,0,"CC",2
"F","F","S",1,49072.000000,"N",62,10.740000,0,"Auto",2
"F","F","M",0,27371.800000,"Y",41,126.550000,0,"CC",4
"T","M","M",0,71472.900000,"N",41,114.200000,0,"CH",1
"F","F","M",0,95405.700000,"N",43,6.210000,0,"CC",4
"F","F","S",0,95786.800000,"Y",46,87.460000,0,"CC",4
"T","M","S",0,90321.600000,"N",55,11.520000,0,"CC",3
"T","M","S",0,90478.600000,"N",54,136.470000,0,"CH",2
"F","F","M",2,56187.000000,"N",55,13.740000,0,"CH",1
"T","F","S",1,42000.000000,"N",24,206.080000,0,"CC",2
"F","M","M",0,9780.660000,"N",24,11.320000,1,"CC",2
"F","M","M",2,29616.000000,"N",49,45.500000,0,"CH",1
"F","M","M",0,19732.800000,"N",50,22.440000,0,"CC",4
"F","M","S",1,41690.500000,"Y",14,28.950000,0,"CC",2
"F","M","S",2,96.330000,"N",56,32.880000,1,"CC",4
"F","F","M",2,52004.800000,"N",25,23.110000,0,"CH",2
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",1
"F","M","M",1,75004.500000,"N",64,32.190000,0,"CC",2
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",1
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",1
"F","M","D",0,20078.000000,"N",32,6.330000,0,"CC",2
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",2
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",2
"T","F","S",0,78851.300000,"N",48,28.660000,0,"CC",4
"T","F","S",1,17540.700000,"Y",62,13.450000,0,"Auto",4
"T","F","M",0,83891.900000,"Y",61,45.470000,0,"CH",4
"T","F","S",2,28220.800000,"N",38,12.460000,0,"CC",4
"T","F","S",0,28589.100000,"N",15,87.090000,0,"CC",2
"F","F","M",2,5237.630000,"N",48,56.640000,0,"CC",3
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",2
"T","F","S",1,13576.500000,"N",39,25.660000,0,"CC",3
"T","F","M",2,67388.000000,"N",53,91.040000,1,"CC",4
"F","F","M",1,57063.000000,"Y",52,81.300000,0,"CH",4
"T","F","M",2,84166.100000,"N",54,11.740000,1,"CC",1
"F","F","S",0,45612.900000,"N",14,311.290000,0,"CC",4
"T","F","S",1,7737.940000,"N",42,50.840000,0,"CC",3
"T","M","S",2,65000.000000,"N",45,293.240000,0,"CH",1
"F","F","M",2,45287.600000,"Y",29,2.970000,0,"CC",3
"T","F","M",2,59613.100000,"N",34,163.410000,0,"CC",1
"T","F","S",1,16326.700000,"N",50,1.340000,0,"CC",3
"T","F","S",2,9559.780000,"N",51,59.590000,0,"CC",2
"F","F","M",2,42031.800000,"N",50,39.330000,0,"CH",3
"F","F","M",2,83284.100000,"Y",28,9.040000,0,"Auto",3
"F","M","M",1,39229.100000,"N",26,13.530000,0,"CC",4
"F","F","S",0,68427.400000,"N",42,50.050000,0,"Auto",2
"T","M","S",0,3601.710000,"N",49,111.840000,0,"Auto",4
"T","F","S",0,98716.300000,"N",55,13.920000,0,"CC",4
"F","F","S",2,66182.700000,"Y",62,47.170000,0,"Auto",2
"T","F","M",2,84789.300000,"N",50,10.450000,0,"CH",4
"T","F","M",2,35976.500000,"Y",48,31.780000,0,"Auto",4
"F","F","M",0,32703.100000,"Y",64,56.090000,0,"CC",4
"F","F","M",2,8204.720000,"N",52,24.190000,0,"CH",1
"F","M","M",1,97180.400000,"N",33,45.660000,0,"Auto",2
"T","F","S",2,38280.000000,"N",33,74.970000,0,"Auto",4
"T","M","S",0,64136.600000,"Y",61,125.150000,0,"CC",1
"T","F","M",2,45429.700000,"Y",61,73.040000,0,"CH",3
"T","F","S",0,25285.500000,"N",53,11.930000,0,"CC",2
"F","F","M",2,77551.100000,"Y",33,41.890000,1,"CC",2
"T","F","M",0,38538.400000,"N",12,16.480000,0,"CC",1
"F","M","M",0,92881.800000,"N",21,85.290000,0,"CC",2
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",3
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",2
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",4
"F","M","S",2,21021.600000,"Y",62,11.190000,0,"CC",2
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",2
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",1
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",4
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",2
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",4
"F","M","M",2,1765.410000,"N",18,44.950000,0,"CC",3
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",4
"F","M","M",2,42750.300000,"Y",50,112.400000,0,"Auto",1
"T","F","S",2,2842.550000,"N",45,0.790000,0,"Auto",3
"F","M","M",2,22358.100000,"N",52,12.190000,0,"CC",1
"F","M","M",0,47870.800000,"Y",27,12.480000,0,"CC",2
"F","F","S",2,6440.460000,"Y",70,27.200000,0,"CH",4
"T","F","S",0,7325.500000,"N",36,161.540000,0,"CC",2
"F","M","M",1,63900.900000,"N",28,39.040000,0,"CC",2
"F","M","M",2,28766.900000,"N",46,58.080000,0,"CC",3
"F","M","M",1,5252.290000,"N",16,17.080000,1,"Auto",2
"F","M","M",2,91272.200000,"Y",25,13.010000,0,"CC",2
"T","M","S",0,69000.000000,"Y",42,115.660000,1,"CH",1
"F","M","M",2,1406.050000,"Y",19,15.170000,0,"CC",2
"F","F","S",0,73228.300000,"N",61,28.110000,0,"Auto",3
"F","F","S",2,76231.900000,"N",63,150.750000,0,"Auto",3
"T","M","M",1,64792.300000,"N",52,36.840000,0,"CH",3
"T","F","S",0,93322.100000,"Y",40,8.790000,0,"CH",1
"T","M","M",1,63437.300000,"N",63,10.940000,0,"CC",4
"F","M","M",2,49910.700000,"Y",51,23.720000,0,"CC",4
"T","M","M",0,76161.400000,"Y",44,25.580000,0,"CC",3
"F","F","M",2,55860.000000,"Y",14,10.350000,0,"CC",3
"T","F","S",1,12686.000000,"N",64,80.640000,0,"Auto",3
"F","M","M",2,57360.800000,"Y",53,57.250000,0,"CC",3
"T","M","M",1,92414.700000,"Y",45,10.620000,0,"CC",4
"T","M","M",0,60102.700000,"N",42,62.440000,1,"CH",4
"F","F","M",2,17888.700000,"N",43,332.460000,0,"CC",4
"T","F","S",1,12526.300000,"N",53,28.860000,0,"CC",2
"T","F","S",2,14578.800000,"Y",60,95.100000,0,"Auto",2
"T","M","M",0,78572.200000,"Y",42,29.280000,1,"CC",2
"F","F","M",2,48238.800000,"N",34,168.030000,0,"CC",1
"F","F","M",0,28770.900000,"N",12,16.270000,0,"CH",4
"F","F","M",2,87578.200000,"Y",53,22.150000,0,"CC",2
"F","F","M",2,86695.400000,"N",13,32.090000,0,"CC",3
"F","F","S",2,76791.200000,"N",55,23.000000,0,"CC",3
"T","F","S",0,30763.800000,"Y",14,35.850000,0,"CC",2
"F","F","M",2,3193.600000,"N",54,114.620000,1,"CH",2
"F","M","M",1,69680.900000,"N",15,32.120000,0,"CC",2
"F","F","M",0,83287.000000,"N",67,90.180000,4,"Auto",3
"T","M","S",0,2056.060000,"Y",18,27.750000,0,"Auto",2
"F","F","M",2,7776.600000,"N",35,68.330000,0,"CC",4
"F","M","M",1,2067.820000,"N",47,70.650000,0,"CC",3
"T","M","S",0,68000.000000,"N",63,8.490000,0,"CC",4
"T","M","M",0,69343.300000,"N",42,15.540000,0,"CC",4
"F","F","M",0,14932.500000,"N",42,6.500000,0,"CC",4
"F","F","S",0,27498.100000,"N",43,9.880000,0,"CC",1
"F","M","M",2,21419.900000,"N",59,103.120000,0,"CC",1
"F","M","M",2,30665.200000,"Y",22,63.280000,0,"Auto",4
"F","F","M",1,78000.000000,"Y",58,30.950000,0,"Auto",4
"F","F","M",2,50561.300000,"N",46,113.310000,1,"CH",4
"T","F","S",2,23464.000000,"Y",52,41.710000,0,"CC",1
"F","F","M",2,194.570000,"N",70,38.950000,0,"CC",2
"F","F","M",1,98680.400000,"Y",70,8.850000,0,"CH",2
"T","M","M",0,65619.700000,"Y",52,144.660000,0,"CC",1
"F","F","M",1,95620.300000,"Y",61,93.610000,0,"CC",1
"F","F","S",0,85275.000000,"N",42,151.610000,0,"Auto",4
"F","F","M",1,66921.400000,"Y",52,8.970000,0,"CC",4
"F","F","M",1,98453.600000,"Y",62,11.650000,0,"Auto",1
"F","F","M",2,94026.800000,"Y",27,10.620000,0,"CC",4
"F","F","S",2,57420.000000,"Y",43,252.530000,1,"Auto",4
"T","M","M",0,68000.000000,"N",49,26.690000,1,"CC",4
"F","M","M",2,47639.100000,"N",43,39.620000,0,"CC",1
"F","F","M",2,63234.500000,"Y",52,1.160000,0,"CH",1
"F","M","M",0,3911.900000,"N",38,25.140000,0,"CC",2
"F","F","M",2,18296.400000,"Y",42,10.390000,0,"CC",3
"T","F","S",0,39461.000000,"N",22,103.520000,1,"CC",1
"F","F","M",2,52957.000000,"Y",39,125.520000,2,"CH",4
"F","F","S",2,86747.100000,"N",64,37.240000,0,"Auto",1
"F","F","M",1,87404.600000,"N",63,139.200000,0,"Auto",4
"F","F","M",2,85394.000000,"Y",20,14.380000,1,"Auto",1
"T","F","S",0,2121.360000,"N",39,36.780000,1,"CC",4
"F","F","M",2,63566.100000,"Y",56,65.090000,0,"CH",3
"F","F","S",0,89813.600000,"N",12,149.260000,0,"CC",4
"F","F","M",2,82644.200000,"Y",33,19.880000,0,"CC",4
"T","F","S",1,27783.600000,"N",14,18.070000,0,"CC",2
"F","F","M",2,60485.500000,"N",41,28.700000,0,"Auto",1
"F","F","M",2,809.430000,"Y",31,2.890000,0,"CH",3
"T","M","S",1,76529.800000,"N",58,20.050000,0,"CC",1
"F","F","M",2,34577.700000,"N",63,116.570000,3,"CH",3
"T","F","S",2,19008.400000,"Y",52,137.190000,0,"CC",2
"F","F","M",0,98056.300000,"N",55,126.960000,0,"Auto",4
"T","M","M",0,80000.000000,"Y",45,2.210000,0,"CH",1
"F","M","M",0,78894.200000,"N",34,43.230000,0,"CH",2
"T","M","S",1,16432.100000,"Y",20,80.470000,0,"CH",1
"T","M","M",1,62797.900000,"N",54,55.480000,0,"CH",1
"F","M","S",1,71329.900000,"Y",42,45.920000,0,"CC",4
"T","F","S",0,20913.600000,"N",53,65.770000,0,"CC",3
"T","F","S",1,540.400000,"Y",39,7.750000,0,"Auto",2
"F","M","M",2,67339.800000,"N",17,48.690000,0,"CC",2
"T","M","M",1,75799.900000,"N",46,64.800000,0,"CC",2
"T","F","S",2,15688.500000,"N",53,8.030000,0,"CC",3
"T","F","S",0,43382.300000,"N",16,99.940000,0,"CH",2
"T","F","S",0,5185.310000,"N",62,30.510000,0,"CC",1
"T","F","S",1,35089.000000,"N",16,108.440000,0,"CC",2
"T","F","S",0,37000.000000,"N",22,75.270000,0,"CH",4
"F","F","M",2,80087.700000,"N",41,22.820000,0,"CC",4
"F","F","M",2,59691.300000,"N",38,256.700000,0,"CC",3
"T","F","S",2,11251.100000,"Y",47,113.480000,0,"CC",4
"T","M","M",1,70908.700000,"N",49,43.200000,0,"CC",1
"T","M","S",0,94928.300000,"N",40,73.740000,0,"CH",1
"F","F","M",2,50622.300000,"N",40,90.190000,0,"Auto",1
"T","M","M",0,100020.000000,"Y",45,18.840000,0,"CC",1
"T","M","M",0,69000.000000,"Y",52,62.810000,0,"CH",3
"F","M","S",1,37626.000000,"N",33,71.550000,0,"CH",2
"T","F","M",1,56722.800000,"N",60,51.170000,0,"CC",4
"T","M","M",1,120000.000000,"N",64,3.220000,0,"CC",3
"T","F","S",2,3416.620000,"Y",22,104.730000,0,"CC",2
"F","F","M",0,73069.100000,"Y",55,10.220000,0,"Auto",3
"T","M","M",1,80000.000000,"Y",53,25.620000,0,"CC",3
"F","F","M",2,8032.160000,"N",45,59.080000,0,"CC",1
"F","F","D",1,93454.300000,"Y",48,25.180000,0,"Auto",4
"T","M","M",0,5745.000000,"Y",15,17.710000,0,"CC",2
"F","F","S",0,92564.100000,"Y",49,51.680000,0,"Auto",3
"F","F","M",2,48322.500000,"Y",49,43.600000,0,"CC",1
"F","F","M",2,81913.800000,"Y",49,46.330000,0,"CC",3
"T","F","S",0,919.930000,"N",38,93.420000,0,"CH",2
"F","F","M",2,69486.800000,"N",30,9.390000,1,"CC",2
"F","F","M",2,24482.800000,"N",33,2.000000,0,"CH",3
"F","F","M",2,92103.800000,"N",52,7.430000,0,"CC",1
"T","F","S",2,8392.140000,"Y",36,54.800000,0,"CH",1
"T","F","S",0,17138.200000,"N",63,84.670000,0,"CC",3
"F","F","M",2,47010.100000,"N",57,164.760000,0,"CC",1
"F","F","S",0,67239.400000,"N",44,53.810000,0,"Auto",1
"T","M","M",1,69406.700000,"Y",46,128.100000,1,"CC",4
"F","F","M",2,83259.300000,"N",50,4.460000,0,"CC",2
"F","M","M",1,20818.500000,"N",12,47.850000,0,"Auto",2
"F","F","M",2,2185.600000,"N",52,20.950000,1,"CH",4
"T","M","M",1,76511.300000,"N",62,17.370000,0,"CC",2
"T","F","M",1,6946.070000,"N",20,8.840000,0,"CH",1
"F","F","M",2,11234.700000,"Y",49,112.720000,0,"CC",4
"F","F","M",2,36660.900000,"Y",39,3.360000,1,"CH",2
"F","F","M",2,68462.800000,"N",34,60.510000,0,"CC",1
"F","F","M",2,72841.300000,"N",47,72.160000,0,"CC",1
"T","M","M",1,63670.800000,"Y",46,51.470000,0,"Auto",1
"F","M","M",0,12387.600000,"N",56,65.930000,0,"Auto",2
"F","F","M",1,82931.300000,"N",64,118.000000,0,"Auto",3
"F","F","M",2,57483.900000,"N",44,27.290000,0,"CH",2
"T","F","S",2,21274.000000,"N",45,32.430000,0,"Auto",2
"F","F","M",2,28267.000000,"N",30,192.530000,0,"CC",4
"F","F","M",2,36725.100000,"N",55,77.000000,0,"CH",4
"T","M","S",1,94188.300000,"N",57,19.780000,0,"CC",3
"F","F","M",2,91861.000000,"Y",41,6.740000,0,"CC",1
"T","F","S",1,12374.900000,"Y",33,106.100000,0,"Auto",4
"T","F","M",2,69133.900000,"Y",26,37.730000,0,"CH",1
"F","F","M",2,84948.000000,"Y",29,12.580000,0,"CH",1
"F","F","M",2,30998.800000,"N",40,50.500000,0,"Auto",3
"F","M","M",2,21416.500000,"N",35,8.530000,0,"CC",1
"F","M","S",0,78554.200000,"N",16,23.030000,0,"Auto",2
"T","M","S",1,3960.500000,"N",14,66.350000,0,"Auto",2
"T","M","M",0,60101.100000,"Y",63,124.140000,2,"CH",4
"F","F","M",2,38215.900000,"N",30,0.970000,0,"Auto",4
"T","F","M",1,13829.400000,"N",19,160.420000,0,"CC",2
"F","F","M",2,49745.300000,"N",47,24.440000,0,"CH",2
"F","F","M",2,88427.000000,"N",13,43.340000,0,"CC",3
"F","F","M",2,98003.700000,"Y",26,83.390000,0,"CC",4
"T","M","S",0,89142.700000,"N",53,5.010000,0,"CC",1
"F","F","S",0,74530.800000,"N",63,106.500000,0,"Auto",3
"T","F","S",0,30000.000000,"N",23,262.910000,0,"CC",1
"F","F","M",2,76289.200000,"N",48,82.430000,0,"CC",3
"T","M","M",1,66931.900000,"N",63,5.350000,0,"CC",4
"F","M","M",2,9309.570000,"Y",25,99.730000,0,"CC",3
"T","F","M",1,14085.500000,"N",24,26.780000,0,"Auto",2
"T","F","S",0,32962.600000,"N",24,154.770000,0,"CC",3
"T","F","S",0,35000.000000,"N",23,61.440000,0,"CC",1
"T","F","S",2,39000.000000,"N",22,35.730000,0,"Auto",1
"F","F","S",0,77726.400000,"N",56,9.510000,0,"Auto",1
"T","F","S",2,42000.000000,"N",19,38.180000,0,"CC",3
"T","F","S",1,2800.680000,"N",45,106.300000,0,"CC",2
"F","F","M",2,90271.600000,"N",44,96.430000,0,"CC",2
"F","F","M",2,64816.600000,"Y",31,6.870000,0,"CC",1
"F","F","M",2,98217.100000,"N",44,13.240000,0,"CC",4
"T","F","S",1,2929.130000,"N",53,88.230000,0,"CH",4
"F","F","M",2,41876.600000,"Y",44,132.650000,0,"CC",3
"T","M","M",0,96223.400000,"Y",64,5.730000,0,"CC",1
"T","F","S",0,15989.300000,"N",61,25.490000,1,"CC",1
"T","M","M",0,69168.400000,"Y",62,214.730000,0,"CC",3
"F","M","M",1,92148.500000,"Y",30,100.900000,0,"CC",2
"F","M","M",0,96681.000000,"Y",19,40.920000,0,"CC",2
"F","M","S",0,62705.900000,"Y",38,6.810000,0,"CC",2
"F","M","S",0,80221.200000,"N",29,49.560000,0,"Auto",2
"F","M","S",0,84479.200000,"N",39,43.010000,0,"CC",2
"F","F","M",2,64977.400000,"N",38,17.660000,0,"CC",3
"T","F","M",0,77994.000000,"N",50,89.620000,0,"CH",1
"F","M","M",2,90103.700000,"N",34,45.340000,0,"CC",2
"T","F","M",0,59008.400000,"Y",30,18.730000,0,"CC",1
"F","M","S",1,5265.350000,"N",52,23.460000,0,"Auto",2
"T","M","S",1,84978.100000,"N",21,76.070000,0,"CH",1
"F","F","M",2,36647.900000,"N",49,85.960000,0,"CC",4
"T","F","S",0,64319.200000,"N",41,37.150000,0,"CH",1
"F","F","S",1,73338.000000,"N",48,9.010000,0,"Auto",2
"T","F","S",0,433.740000,"N",60,40.910000,0,"CC",4
"F","F","M",2,16962.200000,"N",45,8.960000,0,"CC",2
"F","M","M",2,10708.300000,"N",26,117.260000,0,"CH",4
"T","F","M",0,2031.610000,"N",20,87.400000,0,"CC",4
"F","F","S",2,16938.500000,"N",46,8.760000,0,"CH",4
"F","F","M",0,55221.000000,"N",61,15.200000,0,"CC",1
"F","F","M",1,8073.110000,"N",55,60.350000,0,"Auto",4
"F","M","M",0,95448.600000,"Y",53,5.210000,0,"CH",4
"T","M","S",1,24141.500000,"Y",17,97.050000,0,"CC",2
"F","M","S",2,63152.600000,"Y",63,40.070000,0,"CC",2
"F","M","S",1,31952.000000,"N",34,4.870000,2,"CC",2
"F","M","S",2,72084.700000,"N",55,9.020000,0,"CC",2
"F","F","S",0,42760.500000,"N",52,40.230000,0,"CC",1
"F","F","S",1,49072.000000,"N",42,10.740000,0,"Auto",2
"F","F","M",0,27371.800000,"Y",43,126.550000,0,"CC",2
"T","M","M",1,71472.900000,"N",41,114.200000,0,"CH",2
"F","F","M",0,95405.700000,"N",55,6.210000,0,"CC",1
"F","F","S",0,95786.800000,"Y",52,87.460000,0,"CC",4
"T","M","S",0,90321.600000,"N",55,11.520000,0,"CH",1
"T","M","D",1,90478.600000,"N",54,136.470000,0,"CC",1
"F","F","M",2,56187.000000,"N",46,13.740000,0,"CH",2
"T","F","S",1,35089.000000,"N",24,206.080000,0,"CC",4
"F","M","M",0,9780.660000,"N",24,11.320000,1,"CC",2
"F","M","M",2,53010.800000,"N",18,46.420000,4,"CC",2
"F","M","M",1,75004.500000,"N",64,32.190000,0,"CC",2
"F","M","M",0,19749.300000,"N",60,13.940000,0,"CC",1
"F","M","S",1,57626.900000,"Y",43,38.960000,0,"CC",3
"F","M","M",2,20078.000000,"N",32,6.330000,0,"CC",4
"F","F","M",2,47902.000000,"N",26,49.920000,1,"Auto",3
"T","M","M",1,7545.960000,"Y",16,178.360000,0,"CC",4
"T","M","S",2,89459.900000,"N",53,22.900000,0,"CC",2
"T","F","S",1,13576.500000,"N",39,25.660000,0,"CC",3
"F","F","M",2,42031.800000,"N",50,39.330000,0,"CH",2
"T","M","S",2,43634.500000,"N",21,104.640000,0,"CC",4
"T","F","S",1,13109.100000,"N",62,40.480000,0,"Auto",3
"T","M","S",1,92647.500000,"N",56,10.340000,0,"CC",1
"F","M","S",2,21021.600000,"Y",62,11.190000,0,"CC",2
"T","M","S",0,74460.700000,"Y",55,179.930000,0,"CC",3
"T","F","S",2,28787.400000,"N",41,58.090000,0,"Auto",3
"F","M","M",1,13091.600000,"N",59,20.260000,0,"CC",1
"F","F","M",2,62061.800000,"Y",45,52.220000,0,"Auto",1
"T","F","M",1,20550.900000,"Y",22,57.060000,0,"CC",3
"F","M","M",2,1765.410000,"N",18,44.950000,0,"CC",1
"T","F","S",2,19131.100000,"N",56,34.910000,0,"Auto",4
"F","M","M",0,47870.800000,"Y",27,12.480000,0,"CC",2
"F","F","S",2,6440.460000,"Y",48,27.200000,0,"CH",2
"F","M","M",2,28766.900000,"N",46,58.080000,0,"CC",3
"F","M","M",1,5252.290000,"N",16,17.080000,1,"Auto",2
"F","M","M",2,91272.200000,"Y",25,13.010000,0,"CC",3
"F","F","S",0,73228.300000,"N",52,28.110000,0,"Auto",2
"T","M","M",1,64792.300000,"N",52,36.840000,0,"CH",2
"T","F","S",0,93322.100000,"Y",40,8.790000,0,"CH",1
"F","M","M",2,49910.700000,"Y",51,23.720000,0,"CC",1
"T","M","M",1,76161.400000,"Y",44,25.580000,0,"CC",3
"F","F","M",2,55860.000000,"Y",14,10.350000,0,"CC",4
"F","M","M",2,57360.800000,"Y",53,57.250000,0,"CC",4
"T","M","M",0,92414.700000,"Y",45,10.620000,0,"CC",3
"T","F","S",2,14578.800000,"Y",60,95.100000,0,"Auto",1
"F","F","M",2,87578.200000,"Y",53,22.150000,0,"CC",2
"F","F","M",2,86695.400000,"N",13,32.090000,0,"CC",1
"F","F","M",0,83287.000000,"N",41,90.180000,4,"Auto",1
"F","M","M",1,2067.820000,"N",47,70.650000,0,"CC",1
"F","M","M",2,30665.200000,"Y",22,63.280000,0,"Auto",1
"F","F","M",1,83287.000000,"Y",47,30.950000,0,"Auto",1
"F","F","M",1,98680.400000,"Y",42,8.850000,0,"CH",4
"T","M","M",0,65619.700000,"Y",46,144.660000,0,"CC",2
"F","F","M",1,95620.300000,"Y",43,93.610000,0,"CC",1
"F","F","S",0,85275.000000,"N",47,151.610000,0,"Auto",1
"F","F","M",1,66921.400000,"Y",62,8.970000,0,"CC",1
"F","F","M",1,98453.600000,"Y",41,11.650000,0,"Auto",3
"F","F","S",2,57420.000000,"Y",46,252.530000,1,"Auto",1
"T","M","M",0,66000.000000,"N",46,26.690000,1,"CH",4
"F","M","M",2,47639.100000,"N",48,39.620000,0,"CC",1
"T","F","S",0,39461.000000,"N",22,103.520000,1,"CC",4
"F","M","M",1,47371.000000,"Y",54,258.290000,0,"CC",4
"T","M","S",1,16432.100000,"Y",20,80.470000,0,"CH",2
"T","F","S",1,540.400000,"Y",39,7.750000,0,"Auto",2
"F","F","M",2,80087.700000,"N",41,22.820000,0,"CC",2
"F","F","M",2,59691.300000,"N",38,256.700000,0,"CC",2
"T","F","S",2,11251.100000,"Y",52,113.480000,0,"CC",4
"F","F","S",2,93559.100000,"N",57,29.900000,0,"CC",4
"T","F","S",2,3416.620000,"Y",22,104.730000,0,"CC",2
"F","F","S",0,93454.300000,"Y",48,25.180000,0,"Auto",1
"T","M","M",0,5745.000000,"Y",15,17.710000,0,"CC",2
"F","M","S",2,60095.200000,"Y",23,116.140000,0,"Auto",2
"T","F","M",1,6946.070000,"N",20,8.840000,0,"CH",3
"F","F","M",2,11234.700000,"Y",49,112.720000,0,"CC",1
"F","M","M",0,12387.600000,"N",56,65.930000,0,"Auto",2
"F","F","M",1,82931.300000,"N",64,118.000000,0,"Auto",4
"F","F","M",2,57483.900000,"N",44,27.290000,0,"CH",3
"T","F","S",2,21274.000000,"N",45,32.430000,0,"Auto",1
"F","F","M",2,28267.000000,"N",30,192.530000,0,"CC",4
"F","F","M",2,36725.100000,"N",55,77.000000,0,"CH",4
"T","M","S",1,94188.300000,"N",57,19.780000,0,"CC",4
"F","F","M",2,91861.000000,"Y",41,6.740000,0,"CC",4
"T","F","S",1,12374.900000,"Y",33,106.100000,0,"Auto",3
"T","F","M",2,69133.900000,"Y",26,37.730000,0,"CH",1
"F","F","M",2,84948.000000,"Y",29,12.580000,0,"CH",1
"F","F","M",2,30998.800000,"N",40,50.500000,0,"Auto",1
"F","M","S",0,15924.200000,"N",14,1.460000,0,"CH",2
"F","M","M",2,21416.500000,"N",35,8.530000,0,"CC",4
"F","M","M",2,78554.200000,"N",16,23.030000,0,"Auto",3
"F","F","M",2,38215.900000,"N",30,0.970000,0,"Auto",4
"T","F","M",1,13829.400000,"N",21,160.420000,0,"CC",1
"F","F","M",2,49745.300000,"N",47,24.440000,0,"CH",4
"F","F","M",2,88427.000000,"N",13,43.340000,0,"CC",3
"F","F","M",2,98003.700000,"Y",26,83.390000,0,"CC",4
"T","M","S",0,89142.700000,"N",53,5.010000,0,"CC",3
"F","F","S",0,74530.800000,"N",63,106.500000,0,"Auto",4
"T","F","S",0,38000.000000,"N",24,262.910000,0,"CC",3
"F","F","M",2,76289.200000,"N",48,82.430000,0,"CC",4
"T","M","M",1,66931.900000,"N",63,5.350000,0,"CC",1
"F","M","M",2,9309.570000,"Y",25,99.730000,0,"CC",1
"T","F","M",1,32962.600000,"N",23,26.780000,0,"Auto",1
"T","F","S",0,42000.000000,"N",24,154.770000,0,"CC",4
"T","F","S",0,43000.000000,"N",21,61.440000,0,"CC",3
"T","F","S",2,42000.000000,"N",22,35.730000,0,"Auto",3
"F","F","S",0,77726.400000,"N",56,9.510000,0,"Auto",2
"T","F","S",2,37000.000000,"N",23,38.180000,0,"CC",3
"T","F","S",1,2800.680000,"N",45,106.300000,0,"CC",4
"F","F","M",2,90271.600000,"N",44,96.430000,0,"CC",3
"F","F","M",2,64816.600000,"Y",31,6.870000,0,"CC",4
"F","F","M",2,98217.100000,"N",44,13.240000,0,"CC",3
"T","F","S",0,15989.300000,"N",61,25.490000,1,"CC",2
"F","M","M",1,92148.500000,"Y",28,100.900000,0,"CC",2
"F","M","M",0,96681.000000,"Y",19,40.920000,0,"CC",2
"F","M","S",0,62705.900000,"Y",33,6.810000,0,"CC",2
"F","M","S",0,80221.200000,"N",29,49.560000,0,"Auto",2
"F","M","S",0,84479.200000,"N",33,43.010000,0,"CC",2
"T","M","S",1,84978.100000,"N",21,76.070000,0,"CH",1
"T","F","M",2,36647.900000,"N",49,85.960000,0,"CC",1
"T","F","S",0,64319.200000,"N",41,37.150000,0,"CH",1
"F","F","S",1,73338.000000,"N",48,9.010000,0,"Auto",4
"T","F","S",0,433.740000,"N",60,40.910000,0,"CC",2
